Region Code,Provider Code,Provider Name,Total number of incomplete pathways,Average (median) waiting time (in weeks),Month
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",190,7.18181818181818,November-2024
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,54971,13.5,November-2024
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,4061,5.14312977099237,November-2024
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,38938,10.533381712627,November-2024
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,142,46.5454545454545,November-2024
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,489,11.75,November-2024
Y56,R1H,BARTS HEALTH NHS TRUST,127993,15.5294795783926,December-2024
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,90846,18.3895155938952,December-2024
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,111812,15.3320101046554,December-2024
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,8281,10.8361486486486,December-2024
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,29759,12.0497858672377,December-2024
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,26862,17.0323529411765,December-2024
Y56,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,40024,15.6061381074169,December-2024
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",55802,11.3731578947368,December-2024
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,126371,14.3651547655532,December-2024
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,65686,14.620320855615,December-2024
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,33678,11.479674796748,December-2024
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,68277,13.3106581532417,December-2024
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,86186,14.0924671183739,December-2024
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,26655,12.4447779111645,December-2024
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,7818,12.0590405904059,December-2024
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33039,8.34159021406728,December-2024
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,2067,20.3666666666667,December-2024
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1949,4.81896551724138,December-2024
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,62683,12.9405759162304,December-2024
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,34626,12.0052631578947,December-2024
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,74637,14.3036231884058,December-2024
Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,2023,29.9166666666667,December-2024
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,50537,12.3437921727395,December-2024
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,91068,14.6438670233091,December-2024
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,68047,14.0059523809524,December-2024
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,54325,12.5722044728435,December-2024
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,33759,12.7451086956522,December-2024
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,21859,14.2268835616438,December-2024
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,40110,13.367139959432,December-2024
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,41474,10.7613382899628,December-2024
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,60041,12.8543329532497,December-2024
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,70413,14.7272986864649,December-2024
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,439,7.25,December-2024
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,48703,13.6585261353899,December-2024
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,40186,16.1140939597315,December-2024
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,28376,14.4136690647482,December-2024
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,72334,11.1080152671756,December-2024
Y58,RVJ,NORTH BRISTOL NHS TRUST,43727,11.9673366834171,December-2024
Y59,R1F,ISLE OF WIGHT NHS TRUST,14353,15.8311475409836,December-2024
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,35931,15.4061158798283,December-2024
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,10790,9.66826923076923,December-2024
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,81969,17.4696691176471,December-2024
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,60382,13.0526011560694,December-2024
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,61794,16.0801165331391,December-2024
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,35351,9.71892393320965,December-2024
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,51918,14.7810047095761,December-2024
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,31068,12.486,December-2024
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,40697,17.8453670276775,December-2024
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,19584,15.5980198019802,December-2024
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,90283,14.8030046550994,December-2024
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,56528,14.0031867431485,December-2024
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,49848,14.5755855216466,December-2024
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,82986,17.0922142462728,December-2024
Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,4021,6.27777777777778,December-2024
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,44545,10.8988405797101,December-2024
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,108,6.45454545454545,December-2024
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,58603,15.9139004149378,December-2024
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,43719,15.2385677308024,December-2024
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,121115,19.1111359570662,December-2024
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,1943,4.15299684542587,December-2024
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,53,6.3125,December-2024
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,10822,16.3492063492063,December-2024
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,29453,11.6429303278689,December-2024
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,28730,15.4907975460123,December-2024
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,31926,12.6760975609756,December-2024
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,73100,14.4316737288136,December-2024
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,34147,12.9024738344434,December-2024
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,83904,16.1164150024355,December-2024
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,16651,19.7681347150259,December-2024
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,89567,16.8321625689915,December-2024
Y60,RLQ,WYE VALLEY NHS TRUST,23544,15.6883802816901,December-2024
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,18184,14.84375,December-2024
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,45356,14.323782234957,December-2024
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,25559,12.7271084337349,December-2024
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,41190,13.7561890472618,December-2024
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,38,3.5,December-2024
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,26035,14.1215986394558,December-2024
Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,5174,3.698,December-2024
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,14517,17.3531855955679,December-2024
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,115892,17.3718525179856,December-2024
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,108605,16.8646946564885,December-2024
Y60,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,70622,16.5197328476017,December-2024
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,113292,15.7487179487179,December-2024
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,57336,15.7125,December-2024
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,91161,14.506079587325,December-2024
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,73591,16.761754587156,December-2024
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,46254,19.7971291866029,December-2024
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16840,11.7632450331126,December-2024
Y61,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,1232,8.13636363636364,December-2024
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,163557,17.2189047480338,December-2024
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,98711,17.5249313815188,December-2024
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",25582,15.0536809815951,December-2024
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,33695,20.8343596059113,December-2024
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,92022,15.8630009319664,December-2024
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,7352,13.1666666666667,December-2024
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,77368,16.8438420742487,December-2024
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31669,15.737106017192,December-2024
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,34410,14.7471264367816,December-2024
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64687,13.8745087029759,December-2024
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,83053,16.8334288990826,December-2024
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,42062,22.4176632934683,December-2024
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,313,31.4375,December-2024
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,45615,13.6214434420541,December-2024
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,54309,14.08159838818,December-2024
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,199425,19.0873447204969,December-2024
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,47379,15.7311023622047,December-2024
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,77639,13.679837164751,December-2024
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5811,10.8278008298755,December-2024
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,21839,14.5192307692308,December-2024
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,37898,16.6661786237189,December-2024
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,4129,5.33703703703704,December-2024
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,71209,15.9346041055718,December-2024
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1134,6.02247191011236,December-2024
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,16695,17.3725212464589,December-2024
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,15825,14.8191489361702,December-2024
Y62,RJN,EAST CHESHIRE NHS TRUST,12877,13.9123989218329,December-2024
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,33870,18.9738219895288,December-2024
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,138826,16.697092841513,December-2024
Y62,RMC,BOLTON NHS FOUNDATION TRUST,41310,15.8733926805143,December-2024
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,18153,11.2860738255034,December-2024
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",50841,16.497299729973,December-2024
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,32435,10.8907374100719,December-2024
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,47,2.55,December-2024
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,2672,4.33,December-2024
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,36440,15.8432250839866,December-2024
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,33587,14.2758804695838,December-2024
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,32756,15.3392370572207,December-2024
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58907,15.2620385232745,December-2024
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,64638,14.6788617886179,December-2024
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,59332,9.7075873827792,December-2024
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,32869,13.2220430107527,December-2024
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,43350,16.3329608938548,December-2024
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,22355,12.0691411935953,December-2024
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,13789,10.6844758064516,December-2024
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,12318,11.4375,December-2024
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,21821,10.5392030848329,December-2024
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,31928,12.8013972055888,December-2024
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,95672,12.8529868114818,December-2024
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,43051,13.651003649635,December-2024
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,38769,14.9743975903614,December-2024
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,55965,14.180078125,December-2024
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,12694,10.5550660792952,December-2024
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,86023,11.7981846272692,December-2024
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,98720,11.2834054834055,December-2024
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34202,10.3371462974112,December-2024
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,56495,14.1473988439306,December-2024
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,20352,9.86344238975818,December-2024
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,79996,14.9933299127758,December-2024
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35372,11.1979734996103,December-2024
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",187,6.375,December-2024
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,53971,14.1699174793698,December-2024
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,4166,5.87124463519313,December-2024
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,38511,10.7847364818617,December-2024
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,115,49.9444444444444,December-2024
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,458,13.9811320754717,December-2024
Y56,R1H,BARTS HEALTH NHS TRUST,127697,15.8232217573222,January-2025
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,92148,17.9086174242424,January-2025
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,143150,15.0313496280553,January-2025
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,8342,10.8327137546468,January-2025
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,27130,17.6396103896104,January-2025
Y56,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,39089,13.3310313075506,January-2025
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",54624,11.1471264367816,January-2025
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,122640,14.1645732689211,January-2025
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,63399,14.8018925518926,January-2025
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,33337,11.8077249575552,January-2025
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,69062,13.4098690835851,January-2025
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,89475,13.212676056338,January-2025
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,26446,12.4795180722892,January-2025
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,8077,11.3758992805755,January-2025
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,32691,8.6199644549763,January-2025
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,1797,21.3928571428571,January-2025
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1936,3.56643356643357,January-2025
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,64423,13.6843971631206,January-2025
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,34891,12.8123762376238,January-2025
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,74000,14.5868263473054,January-2025
Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,2078,31.8965517241379,January-2025
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,48932,12.4063579820318,January-2025
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,90533,14.9561084142395,January-2025
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,67519,13.9854074889868,January-2025
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,54258,12.5370138017566,January-2025
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,34252,13.0118577075099,January-2025
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,20835,14.2326642335766,January-2025
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,39914,13.9784366576819,January-2025
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,40724,11.1535788742182,January-2025
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,59029,13.225,January-2025
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,70891,14.4977110885046,January-2025
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,418,7.04347826086957,January-2025
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,48686,13.8985382631126,January-2025
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,39791,15.9093186372745,January-2025
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,29320,14.3609195402299,January-2025
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,70567,10.8439353988134,January-2025
Y58,RVJ,NORTH BRISTOL NHS TRUST,43932,12.2969525159461,January-2025
Y59,R1F,ISLE OF WIGHT NHS TRUST,13576,15.7446808510638,January-2025
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,34054,14.8782518210198,January-2025
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,10520,10.3299748110831,January-2025
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,78953,17.7345159350571,January-2025
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,60905,13.2972551466001,January-2025
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,60697,16.6219512195122,January-2025
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,38149,10.4452685421995,January-2025
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,51951,14.6631617113851,January-2025
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,31637,12.8424345847554,January-2025
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,39894,17.7593582887701,January-2025
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,19354,15.9801084990958,January-2025
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,90744,15.2707423580786,January-2025
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,56086,14.4909197422378,January-2025
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,51987,15.5458620689655,January-2025
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,81146,16.9798723613157,January-2025
Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,3496,6.0625,January-2025
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,44217,10.5985380116959,January-2025
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,83,7.77272727272727,January-2025
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,57488,16.1204481792717,January-2025
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,44982,15.3698940998487,January-2025
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,118523,18.8463510848126,January-2025
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2134,3.2516339869281,January-2025
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,56,6.66666666666667,January-2025
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,10831,15.758785942492,January-2025
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,28951,11.8951219512195,January-2025
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,28923,15.7838028169014,January-2025
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,32007,12.8957219251337,January-2025
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,73021,14.8720418271877,January-2025
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,33877,13.1088110403397,January-2025
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,83465,16.31015917603,January-2025
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,16607,19.8125,January-2025
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,88817,17.4158708503865,January-2025
Y60,RLQ,WYE VALLEY NHS TRUST,23206,15.4370629370629,January-2025
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,17566,15.0152091254753,January-2025
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,44769,14.2951176983435,January-2025
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,25415,12.3698547215496,January-2025
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,41752,13.4456800684346,January-2025
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,39,4.5,January-2025
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,25655,14.7898330804249,January-2025
Y60,RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,5049,2.04742096505824,January-2025
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,13777,17.2445355191257,January-2025
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,112400,17.2014731369151,January-2025
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,109670,17.1887735486351,January-2025
Y60,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,72141,16.4222285067873,January-2025
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,111755,16.1696035242291,January-2025
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,55533,15.6819583654588,January-2025
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,86210,15.1464552238806,January-2025
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,70552,17.1005643919959,January-2025
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,44411,18.8419155509784,January-2025
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16393,12.5014556040757,January-2025
